https://en.wikipedia.org/wiki/Griselda_Blanco,.mw-collapsible-text,<span class="mw-collapsible-text">hide</span>
https://en.wikipedia.org/wiki/Griselda_Blanco,a[href$="Help:Authority_control"],<a href="/wiki/Help:Authority_control" title="Help:Authority control">Authority control databases</a>
https://en.wikipedia.org/wiki/YouTube,div[aria-labelledby="YouTube"] > .autocollapse.navbox-inner.hlist > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,div[aria-labelledby="Google"] > .navbox-inner.hlist.mw-collapsible > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,#Google > a[href$="Google"][title="Google"],<a href="/wiki/Google" title="Google">Google</a>
https://en.wikipedia.org/wiki/YouTube,div[aria-labelledby="Alphabet_Inc."] > .autocollapse.navbox-inner.hlist > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,#Alphabet_Inc\. > a[href$="Alphabet_Inc."][title="Alphabet Inc."],<a href="/wiki/Alphabet_Inc." title="Alphabet Inc.">Alphabet Inc.</a>
https://en.wikipedia.org/wiki/YouTube,.navbox[role="navigation"]:nth-child(306) > .autocollapse.navbox-inner.hlist > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,#Online_video_and_sharing_platforms > a[href$="Online_video_platform"][title="Online video platform"],<a href="/wiki/Online_video_platform" title="Online video platform">Online video</a>
https://en.wikipedia.org/wiki/YouTube,.authority-control > .autocollapse.navbox-inner.hlist > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,a[href$="Help:Authority_control"],<a href="/wiki/Help:Authority_control" title="Help:Authority control">Authority control databases</a>
https://en.wikipedia.org/wiki/YouTube,.navbox[role="navigation"]:nth-child(310) > .autocollapse.navbox-inner.hlist > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/YouTube,a[title="Video game live streaming"],<a href="/wiki/Video_game_live_streaming" class="mw-redirect" title="Video game live streaming">Video game live streaming</a>
https://en.wikipedia.org/wiki/Pornhub,div[aria-labelledby="Aylo"] > .mw-collapsible.autocollapse.navbox-inner > tbody > tr:nth-child(1) > .navbox-title[scope="col"][colspan="2"] > .mw-collapsible-toggle.mw-collapsible-toggle-default.mw-collapsible-toggle-collapsed > .mw-collapsible-text,<span class="mw-collapsible-text">show</span>
https://en.wikipedia.org/wiki/Pornhub,#Aylo > a[href$="Aylo"][title="Aylo"],<a href="/wiki/Aylo" title="Aylo">Aylo</a>
